File_Name	Modern_English	Reformed_Word	Conjugations	Part_of_Speech
Mississippi	Mississippi	Missessïpi		feminine noun
Mississippi	Mississippian	missessïpian	-s	adj , feminine noun
much	most	moc̃,	more, moast	adverb, adjective
monster	monster	monstre,	monstars	masculine noun
monster	monstrosity	monstrossetie,	monstrossetis	masculine noun
monster	monstrous	monstreus	-ly	adjective
May	May	May		masculine noun
mussel	mussel	mussle,	mussels	masculine noun
march	march	marc̃e	-s -d -ing	verb
march	march	marc̃e	-s	masculine noun
moss	moss	mòss		masculine noun
moss	mossy	mòssy		adjective
marsh	marsh	marsce	-s	masculine noun
Michigan	Michigan	Miçigan		feminine noun
Michigan	Michigander	miçigandeur	-s	adjective, feminine noun
major	major	mâjor	-ly	adjective
major	majority	majoretie	-is	feminine noun
maintain	maintain	mainteine	-s -d -ing	verb
maintain	maintainable	maintéinable		adjective
mode	mode	mode,	móds	masculine noun
mode	modal	módal		adjective, masculine noun
mode	modality	modaletie	-is	feminine noun
mention	mention	mencion	-s	masculine noun
mention	mention	mencione	-s -d -ing	verb
mascot	mascot	mascot	-s	masculine noun
module	module	mod̦ule,	mod̦uls	masculine noun
module	modular	mod̦ular		adjective, masculine noun
module	modularity	mod̦ularetie	-is	feminine noun
module	modulate	mod̦ulait	-s -ed -ing	verb
module	modulator	mod̦ulaitor	-s	masculine noun
module	modulation	mod̦ulâcion	-s	feminine noun
memory	memory	memorie,	memoris	masculine noun
memory	memorize	memoryse	-s -d -ing	verb
memory	memorization	memorisâcion	-s	feminine noun
memory	memorial	memórial		feminine noun, adjective
maze	maze	mâse	-s	masculine noun
monkey	monkey	monchie,	monchis	masculine noun
vehicle	vehicle	vihicle,	vihiculs	masculine noun
vehicle	vehicular	vihicular		adjective
valley	valley	valie,	valis	masculine noun
valley	vale	vâle,	vâls	masculine noun
vanish	vanish	vanișe	-s -d -ing	verb
victor	victor	victre,	victors	masculine noun
victor	victory	victorie	-is	masculine noun
victor	victorious	victórieus	-ly	adjective
vase	vase	vâss	-es	masculine noun
veal	veal	viele		masculine noun
voyage	voyage	voyage	-s	masculine noun
voyage	voyager	voyagior	-s	masculine noun
verse	verse	verse	-s	masculine noun
verse	version	vêsion	-s	masculine noun
verse	versional	vêsional	-ly	adjective
verse	versatile	versatil		adjective
verse	versatility	versatilatie	-is	feminine noun
vile	vile	vîel	-ly -ness	adjective
vile	vilify	vilifae	-s -d -fyhing	verb
vile	vilification	vilificâcion	-s	feminine noun
vise	vise	vîss	-es	masculine noun
vise	vise	vîsse	-s -d -ing	verb
vinyl	vinyl	vînyl		adjective, masculine noun
vapor	vapor	vâpor	-s	masculine noun
vapor	vapor	vâpore	-s -d -ing	verb
vapor	vape	vâpe	-s -d -ing	verb
vapor	vape	vâpe,	vâps	masculine noun
vegetable	vegetable	vegetable,	vegetabils	masculine noun
vegetable	vegetability	vegetabilatie,	vegetabilatis	feminine noun
vegetable	veggie	vegie,	vegis	masculine noun
vegetable	vegetate	vegetait	-s -ed -ing	verb
vegetable	vegetation	vegetâcion	-s	feminine noun
vegetable	vegetative	vegetaitif		adjective
vegetable	vegetalis	vegetal		adjective
vegetable	vegetarian	vegetârian	-s	adjective, feminine noun
vegetable	vegan	vígan		adjective, masculine noun
villain	villain	villan	-s	masculine noun
villain	villainous	villanus		adjective
vain	vain	vân	-ar -est	adjective
vain	vanity	vanetie	-is	masculine noun
vowel	vowel	vôle,	vôels	masculine noun
verb	verb	verbe,	verbs	masculine noun
verb	verbalize	verbalyse	-s -d -ing	verb
verb	verbage	verbage	-s	masculine noun
value	value	vàlue,	valuis	adjective, masculine noun
value	value	vàlue	-s -d -ing	verb
value	valueless	valueless	-ly	adjective
value	valuable	valuable,	valuabils	adjective, masculine noun
value	valuate	valuait	-s -ed -ing	verb
value	valuation	valuâcion	-s	feminine noun
veteran	veteran	vetrane,	vetrans	masculine noun
view	view	vue,	vuis	masculine noun
view	view	vue	-s -d vuing	verb
versus	versus	versus		preposition
video	video	vidio	-s	adjective, masculine noun
Virginia	Virginia	Virgïnia		feminine noun
Virginia	Virginian	virgïnian	-s	adjective, feminine noun
vine	vine	vigne,	vigns	masculine noun
vine	vine	vigne	-s -d -ing	verb
vine	vineyard	vignard	-s	masculine noun
vocabulary	vocabulary	vocàbularie,	vocàbularis; vocab -s	feminine noun, masculine noun
vocabulary	vocable	vocable,	vocabils	masculine noun
valet	valet	valeie,	valéis	feminine noun
valet	valet	valeie	-s -d valeying	verb
volcano	volcano	volcâno	-s	feminine noun
volcano	volcanic	volcanic		adjective
volcano	volcanism	volcanism		masculine noun
veil	veil	veile,	veils	masculine noun
veil	veil	veile	-s -d -ing	verb
veil	unveil	unveile	-s -d -ing	verb
vulgar	vulgar	volgre		adjective
vulgar	vulgarity	volgaretie,	volgaretis	feminine noun
vaccine	vaccine	vaccine,	vaccíns	feminine noun
vaccine	vaccination	vaccinâcion	-s	feminine noun
vaccine	vaccinate	vaccinait	-s -ed -ing	verb
vaccine	vaxx	vaxe	-s -d -ing	verb
vaccine	vaxx	vax	-es	masculine noun
via	via	via		preposition
vary	vair	vaire,	vairs	masculine noun
vary	various	vârieus	-ly	adjective
vary	variable	vâriable,	vâriabils	adjective, masculine noun
vary	variability	vâriabilatie,	vâriabilatis	feminine noun
vary	variance	vâriance	-s	masculine noun
vary	variant	vâriant	-s	adjective, masculine noun
vary	variate	vâriait	-s -ed -ing	verb
vary	variation	variâcion	-s	feminine noun
vary	variate	vâriat	-s	masculine noun
vary	vary	vârie	-s -d vârying	verb
vary	variety	varîetie,	varîetis	feminine noun
vote	vote	vote,	voats	masculine noun
veer	veer	vier	vire(s vired viering	verb
vision	vision	vision	-s	masculine noun
vision	visionary	visionairy		adjective
vision	visionary	visionarie	-is	masculine noun
vision	visual	vișual	-s	adjective, masculine noun
vision	visually	vișally		adverb
vision	visualize	vișualyse	-s -d -ing	verb
vision	visualization	vișualisâcion	-s	feminine noun
vision	visible	visible	-y	adjective
vision	visible	visible,	visibils	masculine noun
vision	visibility	visibilatie	-is	feminine noun
violate	violent	vîlent		adjective
violate	violence	vîlence		masculine noun
violate	violate	vîolait	-s -ed -ing	verb
violate	violation	violâcion	-s	feminine noun
violate	violative	vîolaitif	-vly	adjective
violate	violator	vîolaitor	-s	masculine noun
vein	vein	veine,	veins	masculine noun
void	void	void		adjective
void	void	voide,	voids	masculine noun
void	void	voide	-s -d -ing	verb
vice	vice	vîce	-s	masculine noun
vice	vicious	viceus	-sly -sness	adjective
vice	vice-president	vîce-prèsident	-s	masculine noun
visceral	visceral	visceral		adjective
visceral	viscera	viscera		masculine noun
vanquish	vanquish	vencoișe	-s -d -ing	verb
vinegar	vinegar	vinagre,	vinagars	masculine noun
vinegar	vinegary	vinagry		adjective
vie	vie	vîe	-s -d -hing	verb
vicar	vicar	vicre,	vicars	masculine noun
vicar	vicarage	vicarage	-s	masculine noun
vicar	vicarious	vicârieus	-ly	adjective
vocal	vocal	vocal,	vocals	adjective, masculine noun
vocal	vocalize	vocalyse	-s -d -ing	verb
vocal	vocalist	vocalist	-s	masculine noun
vocal	vocalization	vocalisâcion	-s	feminine noun
vow	vow	vôe,	vôus	masculine noun
vow	vow	vôe	-s -d vôuing	verb
veterinarian	veterinarian	vetrinârian	-s	feminine noun
veterinarian	veterinary	vetrinairy		adjective
veterinarian	vet	vete	-s -d -ing	verb
verbose	verbose	verbóss		adjective
verbose	verbosity	verbossetie	-is	feminine noun
vacate	vacate	vâcait	-s -ed -ing	verb
vacate	vacation	vacâcion	-s	feminine noun
vacate	vacant	vâcant		adjective
vacate	vacancy	vâcancie	-is	masculine noun
volunteer	volunteer	volontire,	volontiers	feminine noun
volunteer	volunteer	volontier	volontire(s volontired volontiering	verb
volunteer	voluntary	volontairy		adjective
volunteer	voluntarism	volontarism		masculine noun
volunteer	volunteerism	volontierism		feminine noun
village	village	village	-s	masculine noun
village	villager	villagior	-s	masculine noun
village	villa	villa	-s	masculine noun
violet	violet	vîlet	-s	adjective, masculine noun
vault	vault	vòlte,	vòlts	masculine noun
vault	vault	vòlte	-s -d -ing	verb
vacuum	vacuum	vacume,	vacums	masculine noun
vacuum	vacuum	vacume	-s -d -ing	verb
vacuum	vacuous	vacueus	-sly	adjective
vacuum	vacuity	vacuetie	-is	feminine noun
vacuum	vacuole	vacuole,	vacuols	masculine noun
vacuum	vacuolar	vacuólar		adjective
voice	voice	voice	-s	masculine noun
voice	voice	voice	-s -d -ing	verb
volt	voltaic	voltâic		adjective
volt	volt	volte,	vólts	masculine noun
volt	voltage	vóltage	-s	masculine noun
Vermont	Vermont	Vermonte		feminine noun
Vermont	Vermonter	vermonteur	-s	adjective, feminine noun
vial	vial	vaiele,	vaiels	masculine noun
victim	victim	victim	-s	masculine noun
yeet	yeet	yite	-s -d -ing	verb
yellow	yellow	yelo(e,	yelos	adjective, masculine noun
yellow	yellow	yeloe	-s -d yelouing	verb
yacht	yacht	yate,	yáts	masculine noun
yack	yack	yache	yac(s -d -ing	verb
yolk	yolk	yoc,	yóx	masculine noun
yam	yam	yame,	yams	masculine noun
yarn	yarn	yarne,	yarns	masculine noun
year	year	yiare,	yiars	masculine noun
year	yearly	yiarly		adjective, adverb
yearn	yearn	yêne	-s -d -ing	verb
yard	yard	yarde,	yards	masculine noun
yawn	yawn	yaone	-s -d -ing	verb
yawn	yawn	yaone,	yaons	masculine noun
yoke	yoke	yoque,	yoax	masculine noun
yoke	yoke	yoque	yoac(s -d -ing	verb
young	young	yong	-ar -uest	adjective, masculine noun
young	youth	youþ	-s	masculine noun
yak	yak	yac,	yax	masculine noun
you	you	you		pronoun
you	your	your		pronoun, adjective
you	yours	yours		pronoun
you	yourself	yourselfe		pronoun
you	yourselves	yourselfs		pronoun
kid	kid	cyde	-s -d -ing	verb
kayak	kayak	cayac,	cayax	masculine noun
kayak	kayak	cayache	cayac(s cayached cayaching	verb
karaoke	karaoke	caraoquie		feminine noun
kill	kill	chille	-s -d -ing	verb
kill	kill	chille,	chills	masculine noun
Kansas	Kansas	Cansas		masculine noun
knot	knot	gnote,	gnots	masculine noun
knot	knot	gnote	-s -d -ing	verb
kaleidoscope	kaleidoscope	calîdoscope,	calîdoscoaps	feminine noun
kaleidoscope	kaleidoscopic	calîdoscopic	-ly	adjective
knead	knead	niede	-s -d -ing	verb
knight	knight	nîhte,	nîhts	masculine noun
knight	knight	nîhte	-s -d -ing	verb
knight	knighthood	nîhtehud	-s	masculine noun
knight	knightly	nîhtly		adjective, adverb
kiss	kiss	cysse	-s -d -ing	verb
kiss	kiss	cyss	-es	masculine noun
kiss	kissable	cyssable		adjective
kiwi	kiwi	chioie,	chiois	masculine noun
kludge	kludge	cloge	-s	masculine noun
kludge	kludge	cloge	-s -d -ing	verb
knife	knife	nîfe,	nîfs	masculine noun
knife	knife	nîfe	-s -d -ing	verb
kick	kick	chiche	chic(s -d -ing	verb
kick	kick	chic,	chix	masculine noun
keep	keep	chiepe	-s caipt -ing	verb
keep	keep	chiepe,	chieps	masculine noun
know	know	gnoe	-s gnou gnone gnouing	verb
know	know	gnoe		masculine noun
know	knowledge	gnollage		masculine noun
know	knowledgeable	gnollagiable		adjective
know	acknowledge	acgnollage	-s -d -ing	verb
know	acknowledgement	acgnollagement	-s	feminine noun
kefir	kefir	quefire		feminine noun
kind	kind	cŷnd	-ar -est -ly -ness	adjective, masculine noun
Kentucky	Kentucky	Qentuquie		feminine noun
Kentucky	Kentuckian	qentuquian	-s	adjective, feminine noun
kit	kit	chite,	chits	masculine noun
king	king	cyngue,	cyngs	masculine noun
king	king	cyngue	cyng(s -d -ing	verb
king	kingly	cyngly		adjective
king	kingpin	cyngpin	-s	masculine noun
king	kingship	cyngscip	-s	masculine noun
king	kingdom	cyngdom	-s	masculine noun
knit	knit	gnite	-s -d -ing	verb
knit	knit	gnite,	gnits	masculine noun
knit	knit	gnit		adjective
kite	kite	cŷte,	cŷts	masculine noun
kite	kite	cŷte	-s -d -ing	verb
knock	knock	gnoche	gnoc(s -d -ing	verb
knock	knock	gnoc,	gnox	masculine noun
kangaroo	canguro	cangaroue,	cangarous	feminine noun
kin	kin	cyne,	cyns	masculine noun
kin	kindred	cyndrad		adjective, masculine noun
knee	knee	nie,	nís	masculine noun
knee	knee	nie	-s -d nying	verb
key	key	caie,	cays	masculine noun
key	key	chie,	chis	masculine noun
key	key	chi		adjective
kneel	kneel	niele	-s nailt -ing	verb
quick	quick	cuic	cuicar cuichest	adjective
quick	quickly	cuichly		adverb
quick	quick	cuic,	cuix	masculine noun
quay	quay	quie,	quis	masculine noun
queer	queer	cuir(e,	cuiars	adjective, masculine noun
quote	quotation	quotâcion	-s	feminine noun
quote	quotable	quótable		adjective
quote	quota	quóta	-s	masculine noun
quality	quality	quálety;	quáletie, quáletis	adjective, masculine noun
quality	qualitative	quálitaitif		adjective
quiche	quiche	quiçe	-s	masculine noun
quite	quite	quît		adverb
queen	queen	cuine,	cuíns	masculine noun
queen	queenly	cuínly		adjective
queen	queenhood	cuínhud	-s	masculine noun
queue	queue	cúe,	cús	masculine noun
queue	queue	cúe	-s -d cúing	verb
quit	quit	qüit	qüits qüit qüitting	verb
quit	quitter	qüitor	-s	masculine noun
quarantine	quarantine	quarantine,	quaratïns	masculine noun
quarantine	quarantine	quarantine	-s -d -ing	verb
query	query	quírie,	quíris	masculine noun
Qatar	Qatar	Qatre		masculine noun
Qatar	Qatari	qatári	-s	adjective, feminine noun
quire	quire	quîre,	quîars	masculine noun
question	question	quaistion	-s	masculine noun
question	question	quaistione	-s -d -ing	verb
quell	quell	cuelle	-s -d -ing	verb
quarter	quarter	caurtre,	caurtars -ly	adjective, masculine noun
quarter	quarter	caurter	caurtre(s caurtred caurtering	verb
quack	quack	cuaque	cuac(s -d -ing	verb
quack	quack	cuac,	cuax	masculine noun
quiet	quiet	quîet	-ly	adjective, adverb, masculine noun
quiet	quiet	quîete	-s -d -ing	verb
quake	quake	cuâche,	cuâc(s -d -ing	verb
quake	quake	cuâc,	cuaix	masculine noun
quarrel	quarrel	quarele,	quarels	masculine noun
quarrel	quarrel	quarele	-s -d quareling	verb
quarrel	quarrel	quarele,	quarels	masculine noun
quill	quill	cuille,	cuills	masculine noun
quagmire	quagmire	cuagmîre,	cuagmîars	masculine noun
quaver	quaver	quâver	quâvre(s quâvred quâvering	verb
quaver	quaver	quâvre,	quâvars	masculine noun
cliche	cliche	cliçeie,	cliçéis	feminine noun
clarity	clarity	clâretie	-is	masculine noun
climate	climate	clîmat	-s	masculine noun
climate	climatic	clîmatic		adjective
climate	climatography	clîmatographie		feminine noun
climate	climatological	clîmatological		adjective
climate	climatologist	clîmatologist	-s	feminine noun
climate	climatology	clîmatologie		feminine noun
commit	commit	comitte	-s -d -ing	verb
commit	committal	comittal	-s	feminine noun
commit	committee	comittie	-is	feminine noun
commit	commitment	comittement	-s	feminine noun
commit	commission	comission	-s	feminine noun
commit	commission	comissione	-s -d -ing	verb
cross	cross	cròss	-es	masculine noun
citizen	citizen	citasan	-s	masculine noun
cling	cling	clingue	cling(s clong clinguing	verb
cling	clingy	clinghy,	clinguiar, clinguiest	adjective
constrain	constrain	constraigne	-s -d -ing	verb
constrain	constraint	constraînte,	constraînts	feminine noun
constrain	constriction	constriccion	-s	feminine noun
constrain	constrictive	constrictif		adjective
constrain	constringent	constringent		adjective
chicken	chicken	c̃ican	-s	masculine noun
chicken	chicken	c̃icane	aut -s -d -ing	verb
character	character	câractre,	câractars ; câractors (persons) (adj, m n)	letars
character	characterize	câracteryse	-s -d -ing	verb
character	characterization	caracterisâcion	-s	feminine noun
character	characteristic	caracteristic,	caracteristix	adjective, feminine noun
camp	camp	campe,	camps	masculine noun
camp	camp	camp		adjective
camp	campy	campy		adjective
camp	camp	campe	-s -d -ing	verb
camp	campus	campus	-es	masculine noun
chide	chide	chîde	-s -d -ing	verb
case	case	câss	-es	masculine noun
case	case-work	câss-uerc,	câss-uêx	masculine noun
case	casual	cașual	-ness	adjective, masculine noun
case	casually	cașally		adverb
case	casualty	cașaltie,	cașaltis	masculine noun
case	casuist	cașuist	-s	masculine noun
case	casuistry	cașuistrie	-is	masculine noun
case	case	caiss	-es	masculine noun
case	case	caisse	-s -d -ing	verb
case	casement	caissement	-s	masculine noun
case	encase	encaisse	-s -d -ing	verb
case	briefcase	briefcaiss	-es	masculine noun
case	caisson	caisson	-s	masculine noun
case	case-knife	caiss-nîfe,	caiss-nîfs	masculine noun
case	chassis	c̃assis,	c̃assies	masculine noun
case	cassette	cassette,	cassèts	feminine noun
crocodile	crocodile	croc,	crocodîl -s	masculine noun
crocodile	crocodilian	crocodillian	-s	feminine noun, adjective
caricature	caricature	câricațure,	câricațurs	masculine noun
caricature	caricature	câricațure	-s -d -ing	verb
croak	croak	cróche	cróc(s -d -ing	verb
croak	croak	cróc,	cróx	masculine noun
convey	convey	conveie	-s -d -eying	verb
convey	conveyance	convéiance	-s	feminine noun
converse	converse	converse	-s -d -ing	verb
converse	converse	converse	-s	adjective, masculine noun
chock	chock	c̃oc,	c̃ox	masculine noun
chock	chock-full	c̃ocful		adjective
confess	confess	confesse	-s -d -ing	verb
confess	confession	confession	-s	feminine noun
confess	confessional	confessional	-s	feminine noun
chaos	chaos	câoss		masculine noun
chaos	chaotic	câotic	-ly	adjective
crack	crack	crache	crac(s -d -ing	verb
crack	crack	crac,	crax	masculine noun
censor	censor	censore	-s -d -ing	verb
censor	censor	censor	-s	masculine noun
contend	contend	contende	-s -d -ing	verb
contend	contention	contencion	-s	feminine noun
contend	contentious	contenceus		adjective
contrary	contrarian	contrârian	-s	feminine noun
contrary	contrary	contrairy,	contrarie -is	adjective, masculine noun
cable	cable	câble,	câbuls	masculine noun
cable	cable	câble	-s -d -ing	verb
confirm	confirm	confême	-s -d -ing	verb
confirm	confirmative	confêmatif		adjective
confirm	confirmation	confirmâcion	-s	feminine noun
chord	chord	cord	-s	masculine noun
chord	chord	corde	-s -d -ing	verb
cocoa	cocoa	coaco		masculine noun
confound	confound	confônde	-s -d -ing	verb
confound	confound	dombfônde	-s -d -ing	verb
capuche	capuche	capouçe	-s	feminine noun
cast	cast	caste	-s cast -ing	verb
cast	cast	caste,	casts	masculine noun
cast	caste	càste,	càsts	masculine noun
California	California	Califórnia		feminine noun
California	Californian	califórnian	-s	adjective, feminine noun
core	core	core,	cors	masculine noun
core	core	core	-s -d -ing	verb
cheat	cheat	c̃iete	-s -d -ing	verb
cheat	cheater	c̃ieteur	-s	masculine noun
cheat	cheat	c̃iete,	c̃iets	masculine noun
cedar	cedar	cídre,	cídars	masculine noun
common	common	common	-ly	adjective
common	common	common	-s	masculine noun
common	commoner	commonor	-s	masculine noun
common	commonality	commonaletie	-is	feminine noun
cage	cage	câge	-s	feminine noun
cage	cage	câge	-s -d -ing	verb
console	console	console	-s -d -ing	verb
console	consolateur;	consol	-s	masculine noun
champion	champion	c̃ampion	-s	masculine noun
champion	champion	c̃ampione	-s -d -ing	verb
champion	championship	c̃ampionscip	-s	masculine noun
ceiling	ceiling	cieling	-s	masculine noun
congregate	congregate	congregait	-s -ed -ing	verb
congregate	congregate	congregat	-s	masculine noun
congregate	congregation	congregâcion	-s	feminine noun
congregate	congregational	congregâcional		adjective
congregate	Congregationalist	congregâcionalist	-s	feminine noun
conceive	conceive	concive	-s -d -ing	verb
conceive	conceivable	concívable	-y	adjective
conceive	conceit	concite,	concípts	feminine noun
conceive	conceptual	concepţual		adjective
conceive	conceptually	conceptially		adverb
conceive	conceptualize	concèptialyse	-s -d -ing	verb
conceive	concept	concept,	conceps	masculine noun
conceive	conception	conception	-s	feminine noun
conceive	conceptive	conceptif	-vly	adjective
chemistry	chemical	chemical	-s	adjective, masculine noun
chemistry	chemistry	chemistrie	-is	masculine noun
cot	cot	cotte,	cots	masculine noun
cot	cottage	cottage	-s	masculine noun
cot	cot	cáte,	cáts	masculine noun
carve	carve	carve	-s -d -ing	verb
crown	crown	crône,	crôns	masculine noun
crown	crown	crône	-s -d -ing	verb
chalk	chalk	c̃auc,	c̃aux	masculine noun
chalk	chalk	c̃auche	c̃auc(s -d -ing	verb
cotton	cotton	cotton(e		adjective, masculine noun
cotton	cotton	cottone	-s -d -ing	verb
currant	currant	curant	-s	masculine noun
cud	cud	cudde		masculine noun
compute	computer	computeor	-s	feminine noun
compute	compute	compute	-s -d -ing	verb
compute	computation	computâcion	-s	feminine noun
compute	computational	computâcional	-ly	adjective
compute	computerize	computeryse	-s -d -ing	verb
career	career	carire,	cariers	feminine noun
career	career	carier	carire(s carired cariering	verb
career	car	carre,	cars	masculine noun
career	careen	carine	-s -d -ing	verb
cup	cup	cuppe,	cups	masculine noun
cup	cup	cuppe	cup(s -d -ing	verb
can	couldn't	can,	coûd, can't, coûdn't	modal, aux
can	can	cane,	cans	masculine noun
can	can	cane	-s -d -ing	verb
callous	callous	caleus		adjective
canal	canal	canale,	canàls	feminine noun
cure	cure	cure,	cúrs	masculine noun
cure	cure	cure	-s -d -ing	verb
cure	curative	cúratif	-vly -ness	adjective
cure	curation	curâcion	-s	feminine noun
cure	curable	cúrable	-y	adjective
catastrophe	catastrophe	catàstrophie	-is	feminine noun
catastrophe	catastrophic	catastrophic	-ly	adjective
covet	covet	covete	-s -d -ing	verb
clash	clash	clasce	-s -d -ing	verb
clash	clash	clasce	-s	masculine noun
construe	construe	constreue	-s -d -ing	verb
cove	cove	coave	-s	masculine noun
commodify	commodify	commodifae	-s -d -yhing	verb
commodify	commodification	commodificâcion	-s	feminine noun
commodify	commodity	commodetie	-is	feminine noun
chalet	chalet	cialeie,	cialéis	feminine noun
chirp	chirp	c̃irpe	-s -d -ing	verb
chirp	chirp	c̃irpe,	c̃irps	masculine noun
chirp	chirpy	c̃irpy		adjective
care	care	caire,	cairs	masculine noun
care	care	caire	-s -d -ing	verb
care	careful	cairful	-ly -ness	adjective
crawl	crawl	cralle,	cralls	masculine noun
chain	chain	c̃aine,	c̃ains	masculine noun
chain	chain	c̃aine	-s -d -ing	verb
comfort	comfort	comforte	-s -d -ing	verb
comfort	comfort	comfort	-s	masculine noun
comfort	comfortable	comftrable		adjective
comfort	comfy	comfy		adjective
convert	convert	converte	-s -d -ing	verb
convert	convert	convert	-s	masculine noun
convert	conversion	convêsion	-s	feminine noun
convert	conversant	convêssant		adjective, feminine noun
cycle	cycle	cŷcle,	cŷculs	masculine noun
cycle	cycle	cŷcle	-s -d -ing	verb
cycle	cyclic	cyclic	-ly	adjective
cycle	cyclical	cyclical		adjective
concuss	concuss	concusse	-s -d -ing	verb
concuss	concussion	concussion	-s	feminine noun
concuss	concussive	concussif	-vly	feminine noun, adjective
collect	collect	collecte	-s -d -ing	verb
collect	collectible	collèctable	-y	adjective
collect	collection	colleccion	-s	feminine noun
collect	collective	collectif	-vly	adjective
collect	collectivize	collèctivyse	-s -d -ing	verb
collect	collectivism	collèctivism		feminine noun
crud	crud	creud		masculine noun
crank	crank	crânc	-s	masculine noun
crank	crank	crânche	crânc(s -d -ing	verb
crank	cranky	crânchy	-ily -iar -iest	adjective
compensate	compensate	compensait	-s -ed -ing	verb
compensate	compensation	compensâcion	-s	feminine noun
compensate	compensable	compènsable		adjective
compensate	compensatory	compènsatory		adjective
counter	counter	cônter	côntre(s côntred côntering	verb
counter	counter	cônteur,	côntor -s	masculine noun
counter	counter	côntre,	côntors	masculine noun
context	contextual	contex̦ual		adjective
context	contextualize	contex̦ualyse	-s -d -ing	verb
contribute	contribute	contrïbute	-s -d -ing	verb
contribute	contributor	contrïbutor	-s	feminine noun
contribute	contributory	contrïbutory		adjective
contribute	contributorily	contributórily		adverb
contribute	contributorial	contributórial	-ly	adjective
contribute	contribution	contribúcion	-s	feminine noun
contribute	contributive	contrïbutif	-vly	adjective
compete	compete	compite	-s -d -ing	verb
compete	competition	competicion	-s	feminine noun
compete	competitive	compètitif	-vly	adjective
compete	competitor	compètitor	-s	feminine noun
compete	competitory	compètitory		adjective
compete	competent	competent	-ly	adjective
compete	competence	competence	-s	masculine noun
compete	competency	competencie	-is	masculine noun
crude	crude	crude	-ly -ness	adjective
child	children	chîld,	c̃ildren	masculine noun
cock	cock	coq,	cocs	masculine noun
cock	cock	cocque	coc(s -d -ing	verb
callus	callus	calus	-es	masculine noun
cretin	cretin	crietan	-s	masculine noun
cooperate	cooperate	cuoperait	-s -ed -ing	verb
cooperate	cooperation	cuoperâcion	-s	feminine noun
congress	congress	congress	-es	masculine noun
congress	congression	congression	-s	feminine noun
congress	congressional	congressional	-ly	adjective
congress	congressman	congressman,	congressmen	masculine noun
cease	cease	ciesse	-s -d -ing	verb
cease	cease	ciess	-es	masculine noun
cease	cessation	cessâcion	-s	feminine noun
culture	culture	culțure,	culțurs	masculine noun
culture	culture	culțure	-s -d -ing	verb
campaign	campaign	campaigne,	campaigns	feminine noun
campaign	campaign	campaigne	-s -d -ing	verb
campaign	champaign	ciampaigne,	ciampaigns	feminine noun
compile	compile	compîle	-s -d -ing	verb
compile	compilation	compilâcion	-s	feminine noun
canary	canary	canâry,	canârie -is	adjective, feminine noun
conserve	conserve	consêve	-s -d -ing	verb
conserve	conservative	consêvatif	-vly	adjective, feminine noun
conserve	conservation	consirvâcion	-s	feminine noun
conserve	conservancy	consêvancie	-is	feminine noun
caution	caution	caucion	-s	masculine noun
caution	caution	caucione	-s -d -ing	verb
caution	cautious	cauceus	-sly	adjective
caution	cautionary	caucionairy		adjective
chariot	chariot	c̃ariot	-s	masculine noun
chariot	charioteer	c̃ariotire,	c̃ariotiers	feminine noun
cruel	cruel	cruel	-ar -est	adjective
cruel	cruelty	crueltie	-is	masculine noun
chimpanzee	chimpanzee	c̃impanzie,	c̃impanzís; c̃impe, c̃imps	feminine noun, masculine noun
cuck	cuck	cuc,	cux	masculine noun
cuck	cuck	cuche	cuc(s -d -ing	verb
cuck	cuckold	cucold	-s	masculine noun
clown	clown	clône,	clôns	masculine noun
clown	clown	clône	-s -d -ing	verb
cheetah	cheetah	c̃ieta	-s	masculine noun
condemn	condemn	condemne	-s -d -ing	verb
condemn	condemnation	condemnâcion	-s	feminine noun
condemn	condemnatory	condèmnatory		adjective
chameleon	chameleon	camiellion	-s	feminine noun
covey	covey	covie,	covis	masculine noun
condone	condone	condone	-s -d -ing	verb
condone	condonation	condonâcion	-s	feminine noun
cash	cash	casce		masculine noun
cash	cash	casce	-s -d -ing	verb
compact	compact	compacte	compacs -d -ing	verb
compact	compact	compact,	compacs	masculine noun
compact	compact	compàct		adjective
compact	compaction	compaccion	-s	feminine noun
compact	compactness	compacteness		feminine noun
chive	chive	chîve	-s	masculine noun
controversy	controversy	controversie	-is	masculine noun
controversy	controversial	controvêrsial	-ly	adjective
curtsy	courtesy	courtesie,	courtesis	masculine noun
curtsy	courteous	courtieus	-sly	adjective
curtsy	curtsy	courtsie,	courtsis	masculine noun
curtsy	curtsy	courtsie	-s -d courtsying	verb
cascade	cascade	cascâde	-s	feminine noun
cascade	cascade	cascâde	-s -d -ing	verb
channel	channel	c̃anele,	c̃anels	masculine noun
channel	channel	c̃anele	-s -d -ing	verb
cynic	cynically	cynic,	cynicly	adjective, adverb
camel	camel	camle,	camels	masculine noun
cave	cave	câve	-s	feminine noun
cave	cavity	cavetie,	cavetis	masculine noun
cave	cave	câve	-s -d -ing	verb
cave	cavern	caverne,	caverns	masculine noun
cave	cavernous	cavernus		adjective
coven	coven	coven	-s	masculine noun
certain	certain	certan		adjective
certain	certainly	certanly		adverb
certain	uncertain	uncêrtan		adjective
certain	certainty	certantie	-is	masculine noun
certain	certitude	cêrtitude		masculine noun
certain	certify	certifae	-s -d certifyhing	verb
certain	certifiable	certifîable	-y	adjective
certain	certification	certificâcion	-s	feminine noun
certain	certificate	certificat	-s	feminine noun
chink	chink	c̃inc	-s	masculine noun
